DOI,abstract_num,abstract_text,author_list,author_organisation,citation,clin_trial_registration,meeting,poster_num,research_funding,session_title,session_type,sub_track,title_text,track
10.1200/JCO.2021.39.15_suppl.12060,12060,"
  ,Background:, Complementary and alternative medicine (CAM) use is relatively common among cancer patients. Data regarding CAM use in Brazil is scarce. We sought to define CAM use among cancer patients and investigate factors that might influence it. ,Methods:, We conducted a cross-sectional survey of adults diagnosed with any cancer type who came to appointments at two cancer centers in Brazil from January 2020 to January 2021. Unadjusted and adjusted analyses were conducted by using Logistic Regression models to determine the association of covariates with binary outcome. Statistical analyses were performed with SAS 9.4 (SAS Institute Inc, Cary, NC). All tests were 2-sided, and P < 0.05 was considered significant. ,Results:, In total, 319 patients who consented to the face-to-face interview were included and all of them completed the questionnaires. Most patients (52.4%) were between 51 and 70 years-old, 59,6% were female, 85,2% were from the private service and 67% had college graduate/baccalaureate. Most cancer types were from gastrointestinal tract (31,4%), breast (20.4%), lung (12.3%) and genitourinary type. More than 85% of the participants were on any active cancer treatment. The prevalence of current CAM use was 34.2% and 50.2% of the patients did not believe CAM has anti-cancer properties. Two-thirds of the participants have never discussed about CAM with their oncologists. Only 4.1% of the respondents would abandon conventional cancer treatment in order to use just CAM. Among CAM users, 55% referred multiple therapies use. Of those therapies, spiritual surgery was the most prevalent one. There was a significant higher proportion of females reporting CAM use (p = 0,008) as well as a higher proportion of CAM use among private patients (p = 0,008). ,Conclusions:, CAM use was common among our study population, especially spiritual surgery. Women and private patients were more prone to use CAM. Although most patients would not abandon conventional treatment, many of them have never discussed about CAM with their oncologists.","Eliza Dalsasso Ricardo, Denise Oishi, Angel Ayumi Tome Uchiyama, Catarina Marchon da Silva, Josué Bravo Espinoza, Frederico Rafael Moreira, Marcelo Oliveira Dos Santos, Rachel Pimenta Riechelmann, Renata D'Alpino D'Alpino","Hospital Alemão Oswaldo Cruz, São Paulo, Brazil, Universidade Federal de São Paulo, São Paulo, Brazil, Universidade Municipal de São Caetano do Sul, São Caetano do Sul, Brazil, Universidad Peruana Cayetano Heredia, San Martin De Porres, Peru, Hospital Santa Catarina, São Paulo, SP, Brazil, Instituto do Câncer do Estado de São Paulo, Universidade de São Paulo, São Paulo, Brazil, Oncology Center Hospital São José, São Paulo, Brazil","J Clin Oncol 39, 2021 (suppl 15; abstr 12060)",,2021 ASCO Annual Meeting,Online Only,None,Symptoms and Survivorship,Poster Session,Symptoms and Survivorship,Complementary and alternative medicine use among cancer patients at two cancer centers in Brazil.,Symptoms and Survivorship
10.1200/JCO.2021.39.15_suppl.e17008,e17008,"
  ,Background:, A morphological subset of prostate cancer (PCa) circulating tumor cells (CTCs) with particularly small nuclei (< 8.5 μm), named very-small-nuclear CTCs (vsnCTCs), were found to be correlated with the presence of visceral metastases. It is reported that the depletion of nuclear envelope protein emerin promotes PCa metastasis and is associated with nuclear shape instability. In this study, we hypothesize vsnCTCs as prognostic biomarkers in metastatic castration resistant PCa (mCRPC), and aim to investigate the correlation between emerin level and vsnCTCs. ,Methods:, PCa CTCs were enriched using the NanoVelcro CTC Assay from 76 patients with mCRPC. The Kaplan-Meier analysis and log-rank test were used to estimate and compare the overall survival (OS) and progression free survival (PFS) of androgen receptor signaling inhibitor (ARSI), taxanes and other therapy in patients stratified by the presence of vsnCTCs. The correlation between the presence of vsnCTCs and OS and PFS were evaluated using the Cox proportional hazard regression. The expression level of emerin in patients with and without vsnCTC were compared using Mann-Whitney U test, and the correlation between emerin level and CTC nuclear size was tested by Pearson correlation coefficient. ,Results:, Patients with vsnCTC (i.e, vsnCTC+) had significantly shortened OS and PFS compared with those without vsnCTC (i.e, vsnCTC-). The median OS was 34 (vsnCTC+, ,n,= 49) vs. 149 (vsnCTC-, ,n,= 27) weeks (hazard ratio [HR] = 2.6, 95% confidence interval [CI]: 1.5-4.5, ,P,< 0.001). The median PFS was 12 (vsnCTC+, ,n,= 32) vs. 26 (vsnCTC-, ,n,= 18) weeks (HR = 2.2, 95% CI: 1.3 -4.0, ,P,= 0.004). The emerin expression level was significantly higher in vsnCTC+ compared to vsnCTC- (,P,= 0.009). In addition, we observed a significantly positive correlation between emerin expression and CTC nuclear size (r = 0.52, ,P,< 0.001). ,Conclusions:, This study casts light on the importance of the vsnCTCs in patients with mCRPC, as vsnCTC+ patients represented a group at risk for faster clinical progression who are at the highest risk for mortality. vsnCTC represents a new hallmark of an aggressive subtype of mCRPC and is related to emerin dysregulation, which promotes lethal progression and metastasis of PCa.","Jasmine Jiemei Wang, Karen Angelica Cavassani, Pai-Chi Teng, Jie-Fu Chen, Yu Jen Jan, Gina Chia-Yi Chu, Yi-Te Lee, Allen Gao, Dolores Di Vizio, Leland WK Chung, Sungyong You, Yazhen Zhu, Michael Freeman, Andre Rogatko, Ju Dong Yang, Hsian-Rong Tseng, Edwin Melencio Posadas","Cedars-Sinai Medical Center, Los Angeles, CA, Samuel Oschin Comprehensive Cancer Institute, Cedars-Sinai Medical Center, Los Angeles, CA, University of California, Los Angeles, CA, University of California Davis Comprehensive Cancer Center, Sacramento, CA, California NanoSystems Institute, University of California, Los Angeles, CA, Cedars-Sinai Medical Center, West Hollywood, CA","J Clin Oncol 39, 2021 (suppl 15; abstr e17008)",,2021 ASCO Annual Meeting,,"U.S. National Institutes of Health, DoD Other Government Agency, the Steven Spielberg Discovery Fund in Prostate Cancer Research, the St. Anthony Prostate Cancer Research Fund, the CD McKinnon Memorial Fund for Neuroendocrine Prostate Cancer, the Michael & Patricia Berns Family Fund, the Prostate Cancer Foundation Creativity Award and Stuart Rahr Young Investigator Award","Publication Only: Genitourinary Cancer—Prostate, Testicular, and Penile",,"Genitourinary Cancer—Prostate, Testicular, and Penile",A morphological subset of circulating tumor cells in advanced prostate cancer reveals a potential biomarker for clinical outcomes.,"Genitourinary Cancer—Prostate, Testicular, and Penile"
10.1200/JCO.2021.39.15_suppl.e24120,e24120,"
  ,Background:, Helping seriously-ill cancer patients identify and communicate their preferences for care can increase satisfaction, decrease anxiety and depression, and result in less intensive, hospital-based end-of-life medical care. We developed an intervention designed to elicit patients’ preferences and goals for care and share them with their family and care teams. We sought to pilot-test the feasibility and acceptability of this intervention in advanced cancer patients. ,Methods:, We enrolled advanced-stage cancer patients and their clinicians at an academic and community oncology practice. Eligibility criteria included: patients with metastatic solid tumors and ≥2 prior lines of therapy or patients for whom oncologists indicated that they “would not be surprised” if the patient died within 6 months. Participants watched a 2.5 minute video which prompted them to think about how they define “a good day;” completed a 3-page brief questionnaire, which was shared with their care team; and were given a wallet card with question prompts. The primary outcomes were feasibility (i.e., ≥60% approach-to-consent ratio among eligible patients, ≥60% of participants rated the intervention positively) and acceptability (i.e., ≥60% of participants would recommend the intervention to patients like them). Secondary outcomes, measured pre- and post-intervention, included patient anxiety and distress, hope, quality of life, and therapeutic alliance with their care team. ,Results:, Among 59 potentially eligible patients approached, 53 agreed to participate (90% approach-to-consent ratio). Four patients were non-evaluable because they died before study completion. Among the 49 remaining participants (mean age = 63 years, range 40-86 years), all completed the intervention. Overall, 45 of 49 patients (92%) rated their experience as excellent, very good, or good. Most participants agreed or strongly agreed that they would recommend the video (83%), brief questionnaire (88%), and wallet card (63%) to patients with cancers like theirs. However, only 34% of participants reported having an opportunity to review the questionnaire with their oncologist. There were no increases in patient anxiety or distress associated with the intervention or reductions in hope, quality of life, or therapeutic alliances with oncologists (all P > 0.05). ,Conclusions:, A communication intervention that combined a video, questionnaire, and wallet card was both feasible and acceptable for helping advanced cancer patients identify their care preferences and goals. Future studies should examine combining this with an intervention that primes clinicians to engage in goals of care discussions with advanced-stage cancer patients. Clinical trial information: ,NCT03392090","Embree Thompson, Alexi A. Wright, Nancy Lynn Keating","Dana–Farber Cancer Institute, Boston, MA, Dana-Farber Cancer Institute, Boston, MA, Harvard Medical School, Boston, MA","J Clin Oncol 39, 2021 (suppl 15; abstr e24120)",NCT03392090,2021 ASCO Annual Meeting,,American Cancer Society,Publication Only: Symptoms and Survivorship,,Symptoms and Survivorship,The SHARE study: Pilot study of a communication intervention designed to elicit advanced-stage cancer patients’ preferences and goals.,Symptoms and Survivorship
,,,,,,,2021 ASCO Annual Meeting,,,Rare Diseases Amplify Disparities: Issues in Treatment Access,Education Session,,Management of Sarcoma in the Asia-Pacific Region: Resource-Stratified Guidelines,"Sarcoma,Pediatric Oncology,Disparities/Health Equity,Global Health"
10.1200/JCO.2021.39.15_suppl.8044,8044,"
  ,Background:, ISB 1342 is a bispecific antibody heterodimer based on the Ichnos proprietary Bispecific Engagement by Antibodies based on T cell receptor (BEAT) platform. ISB 1342 is a first-in-class CD38 T cell engager under investigation in subjects with relapsed multiple myeloma refractory to proteasome inhibitors (PIs), immunomodulators (IMiDs) and daratumumab (study ISB 1342-101). ,Methods:, ISB 1342 was engineered with a single chain variable fragment (scFv) arm that specifically recognizes a cluster of differentiation (CD)3-epsilon (CD3ε) and a fragment antigen binding (Fab) arm which specifically recognizes CD38 and does not compete with daratumumab. By co-engaging CD3ε on T cells and CD38 on tumor cells, ISB 1342 redirects T cells to kill CD38-expressing tumor cells. This mechanism of action is differentiated from existing monospecific CD38 targeting therapies and was designed to overcome resistance to daratumumab in multiple myeloma. ,Results:,In vitro,, ISB 1342 killed a large range of CD38-expressing tumor cell lines (EC50:12 to 90 pM) with 8 to 239-fold superior efficacy than daratumumab. ISB 1342 was also able to efficiently kill CD38 low-intermediate-expressing tumor cells that were poorly killed by daratumumab. ISB 1342 retained the potency to kill CD38 low-intermediate-expressing tumor cells when used in sequential or concomitant combination with daratumumab. In addition, the presence of soluble CD38 or glucocorticoid did not impact ISB 1342 killing potency. ISB 1342 was constructed with a double LALA mutation that dampens the binding to Fcγ receptors and C1q. Consistently, ISB 1342 showed only residual Fc-mediated effector functions and its mechanism of tumor cell killing critically relies on the engagement and the activation of T lymphocytes. ISB 1342 showed a favorable on target specificity profile ,in vitro, and was unable to activate T cells in the absence of CD38 positive target cells. Further, ISB 1342-induced tumor cell killing was not associated with a detectable T cell fratricide ,in vitro,. Finally, the potency of ISB 1342 was assessed ,in vivo, in a therapeutic model of a subcutaneously established Daudi tumor co-xenografted with human PBMCs. In marked contrast to daratumumab, which induced only a partial tumor control, ISB 1342 induced complete tumor eradication when injected intravenously weekly at 0.5 mg/kg. As anticipated, the ISB 1342 control molecule (ISB 1342_13DU) made of an irrelevant CD38 binder failed to control tumor growth. The release of the Granzyme A and B, TNF-alpha and CXCL-10 in the tumor micro-environment one week post-treatment was strongly and significantly increased by ISB 1342 but not by daratumumab and ISB 1342_13DU; this represents a correlate of anti-tumor immunity associated with ISB 1342 efficacy ,in vivo,. ,Conclusions:, Hence the higher potency of ISB 1342 relative to daratumumab supports the ongoing clinical development in multiple myeloma patients.","Marie-Agnès Doucey, Blandine Pouleau, Carole Estoppey, Cian Stutz, Amelie Croset, Amélie Laurendon, Thierry Monney, Mégane Pluess, Christelle Ries-Fecourt, Julie Macoin, Riccardo Turrini, Perrine Suere, M.Lamine Mbow, Emilie Nallet, Adam Drake, Mario Perro, Stanislas Blein","Ichnos Sciences, Epalinges, Switzerland","J Clin Oncol 39, 2021 (suppl 15; abstr 8044)",,2021 ASCO Annual Meeting,Online Only,Glenmark and Ichnos Sciences,Hematologic Malignancies—Plasma Cell Dyscrasia,Poster Session,Hematologic Malignancies,ISB 1342: A first-in-class CD38 T cell engager for the treatment of relapsed refractory multiple myeloma.,Hematologic Malignancies
10.1200/JCO.2021.39.15_suppl.e15552,e15552,"
  ,Background:, Single agent programmed cell death protein 1 (PD1) inhibitor is ineffective against mismatch repair proficient (MMRp) colon cancer with response rates in single digits. Polyinosinic-Polycytidylic (Poly-ICLC) is a synthetic double stranded ribonucleic acid that generates inflammatory response increasing epitope recognition, develops tumor reactive T cells and induces interferon production which increases PD-L1 expression. In this trial, we test the effectiveness of combination of poly-ICLC and pembrolizumab in MMRp metastatic colon cancer. ,Methods:, In this open label, single arm, single institution, phase 2 study, we enrolled 12 MMRp metastatic colon cancer patients from 1/25/2019 to 2/10/2021. Eligible patients had histologically confirmed MMRp metastatic colon cancer, ECOG 1-2 and progression on at least 2 lines of therapy. Treatment (Tx) consisted of Pembrolizumab (200 mg q3 weeks) and poly-ICLC (2 mg twice weekly, 3 days apart) for 1 year of treatment. Tx continued until progression, discontinuation or withdrawal. The primary endpoint was objective response rate by RECIST 1.1. Secondary endpoints included duration of response, adverse event profiling, progression free survival (PFS) and overall survival (OS). Intention-to-treat analyses (ITT) included all patient receiving at least one dose of the study agent. ,Results:, 12 patients with median age 68.5 years (range 54-75) and 33% (4/12) male had been enrolled till 2/10/2021. Objective response rate was 8.3% (1 patient had partial response). The duration of response was 196 days. Among these 12 patients, median PFS was 63.5 days and median OS was 196 days. Treatment related adverse events of any grade were reported in 12/12 (100%) patients with the most common toxicities being nausea, vomiting, anorexia, dehydration and dizziness. 3/12 (25%) had serious (grade ≥ 3) toxicities and one patient died after experiencing leukocytosis, dehydration and hyperbilirubinemia attributed to the trial drugs. ,Conclusions:, Poly-ICLC was not effective in combination with pembrolizumab for MMRp metastatic colon cancer in 3rd line setting and it did not seem to improve response rates to immunotherapy. Novel strategies for stimulating immunogenicity of cold tumors are needed. Clinical trial information: ,NCT02834052","Nabin Raj Karki, Kulsum Bano, Sadek Ramses, Asha Nayak","Augusta University, Augusta, GA","J Clin Oncol 39, 2021 (suppl 15; abstr e15552)",NCT02834052,2021 ASCO Annual Meeting,,Merck,Publication Only: Gastrointestinal Cancer—Colorectal and Anal,,Gastrointestinal Cancer—Colorectal and Anal,A phase II trial of pembrolizumab and poly-ICLC in patients with metastatic mismatch repair-proficient colon cancer.,Gastrointestinal Cancer—Colorectal and Anal
,,,,,,,2021 ASCO Annual Meeting,,,Beyond Tumor Treatment: Survivorship in Patients With Brain Tumors,Education Session,,Diagnosis and Management of Neuroendocrine Disorders,"Central Nervous System Tumors,Pediatric Oncology,Symptoms and Survivorship"
10.1200/JCO.2021.39.15_suppl.9079,9079,"
  ,Background:, National guidelines recommend biomarker testing in mNSCLC, and targeted therapy is associated with improved outcomes. The aim of this study was to understand the real-world biomarker testing and treatment patterns in the community setting. ,Methods:, This was a retrospective study of adult patients diagnosed with de novo mNSCLC between 01-Jan-2016 and 30-Sep-2019, with follow-up through 31-Dec-2019 using The US Oncology Network structured electronic health records data. Patients who received systemic treatment for mNSCLC were included. ,Results:, A total of 3213 patients were identified with median age 68 years (24, 90+); 52.7% were male and 10% were current smokers. ECOG score was 0-1 in 55.2%; 60% had adenocarcinoma, 16% had squamous cell carcinoma, and the rest had other/unknown histology. Since most of the biomarker-guided therapies were approved after 2016, testing patterns are described for 2017-2019 (n=2257). Overall, 23.6% were not tested for any biomarker (PD-L1 or driver mutation [DM]) at any time during the study period, and only 49% had a biomarker test result prior to 1L treatment. We observed similar patterns when assessing DM specifically; 35.8% were never tested for DM, and only 39.3% had a DM test result prior to 1L treatment. As an example, out of 42 ALK+ patients in this study population, only 5 had test results prior to 1L treatment and only 3 received an ALK inhibitor as their 1L treatment (Table). Similar patterns were observed for the other biomarkers. ,Conclusions:, Despite availability of promising biomarker-based therapies, the lack of adequate testing in the community oncology setting means that not all eligible patients are receiving the most effective therapies upfront. Nearly 61% of patients had no DM test reported before 1L treatment in this mNSCLC cohort (all histologies), and some were determined to be DM positive at a later time, highlighting a missed opportunity to employ the most effective biomarker-directed front-line treatment. Next steps in this study will include assessing patterns by histology. Structured data, which are recorded for clinical management, might have gaps; future research with chart reviews could provide a more comprehensive assessment.","Eric S. Nadler, Anupama Vasudevan, Kalatu Davies, Yunfei Wang, Ravindra Gupta, Sarika Ogale","Texas Oncology-Baylor Charles A. Sammons Cancer Center, Dallas, TX, Ontada, The Woodlands, TX, Genentech, South San Francisco, CA","J Clin Oncol 39, 2021 (suppl 15; abstr 9079)",,2021 ASCO Annual Meeting,Online Only,Genentech,Lung Cancer—Non-Small Cell Metastatic,Poster Session,Lung Cancer,Real-world patterns of biomarker testing and targeted therapy in metastatic non-small cell lung cancer (mNSCLC) in the community oncology setting.,Lung Cancer
10.1200/JCO.2021.39.15_suppl.3571,3571,"
  ,Background:, Early response parameters such as early tumor shrinkage (ETS), depth of response (DpR), and time to DpR represent exploratory endpoints that may serve as early efficacy endpoints and potential predictors of long-term outcome. We analyzed the association of these endpoints with bevacizumab-based sequential (initial fluoropyrimidines) versus combination (initial fluoropyrimidines plus irinotecan) chemotherapy within a randomized phase III trial. ,Methods:, DpR (change from baseline to smallest tumor diameter), ETS (≥20% reduction in tumor diameter at first reassessment), and time to DpR (study randomization to DpR-image) were analyzed in the XELAVIRI-trial. Moreover, progression-free survival (PFS) and overall survival (OS) were evaluated with ETS as stratification parameter (ETS vs. no ETS) according to treatment arm, molecular subgroup, and sex. ,Results:, 370 patients were available for analysis of early treatment response parameters. A higher rate of ETS (60.9% vs. 43.5%; p = 0.001) and significantly greater DpR (-40.0% vs. -24.7%; p < 0.001) were observed in the initial combination compared to the sequential therapy arm, respectively. The improvement of ETS and DpR was pronounced in the subpopulation of ,RAS,/,BRAF, wildtype patients. Male in contrast to female patients significantly benefitted from initial combination treatment in terms of median DpR (male: -40.0% vs. -22.2%; p < 0.001; female: -34.0% vs. -24.4%; p = 0.13) and rate of ETS (male: 64.8% vs. 40.2%; p < 0.001; female: 52.5% vs. 49.3%; p = 0.73). Achievement of ETS correlated with improved survival irrespective of treatment arm (PFS: p < 0.001; OS: p = 0.012) and molecular subgroup (PFS: p < 0.001; OS: p < 0.001). Whereas the survival benefit in male patients achieving ETS was statistically significant (PFS: p < 0.001, HR 0.532 (0.409-0.692); OS: p < 0.001, HR 0.574 (0.437-0.756)), there were no significant differences in PFS (p = 0.107) and OS (p = 0.965) of female patients depending on ETS. ,Conclusions:, In the XELAVIRI trial, initial irinotecan-based combination therapy with bevacizumab improves ETS and DpR in mCRC patients. Improvement in early response parameters appears pronounced in patients with ,RAS,/,BRAF, wildtype tumors suggesting a high sensitivity to irinotecan-based treatment. ETS was predictive of PFS and OS regardless of treatment arm. This finding was rather driven by male than female patients, potentially indicating that ETS might be less predictive of long-term outcome in an elderly, female population.","Annika Kurreck, Volker Heinemann, Ludwig Fischer von Weikersthal, Thomas Decker, Florian Kaiser, Jens Uhlig, Michael Schenk, Jens Freiberg-Richter, Bettina Peuser, Claudio Denzlinger, Ullrich Graeven, Kathrin Heinrich, Swantje Held, Arndt Stahler, Annabel Helga Sophie Alig, Ivan Jelas, Jobst C. von Einem, Sebastian Stintzing, Clemens Giessen-Jung, Dominik Paul Modest","Charité University Medicine Berlin, Berlin, Germany, University Hospital Munich, LMU Munich, Munich, Germany, Department of Oncology, Gesundheitszentrum St. Marien GmbH, Amberg, Germany, Onkologie Ravensburg, Ravensburg, Germany, VK&K Studienzentrum, Landshut, Germany, Medical Practice for Hematology and Oncology Muldental, Naunhof, Germany, Hospital Barmherzige Brüder Regensburg, Regensburg, Germany, Oncological Practice, Dresden, Germany, Oncological Practice, Leipzig, Germany, Marienhospital Stuttgart, Stuttgart, Stuttgart, Germany, Kliniken Maria Hilf GmbH, Klinik für Hämatologie, Onkologie und Gastroenterologie, Mönchengladbach, Germany, Department of Medicine III, University Hospital, LMU Munich, München, Germany, Munich, Germany, ClinAssess GmbH, Leverkusen, Germany, Medical Department,, Munich, Germany, Medical Department, Divison of Hematology, Oncology, and Tumor Immunology (CCM), Charité Universitaetsmedizin, Berlin, Germany, Charité Comprehensive Cancer Center, Berlin, Germany, Department of Medicine III, University Hospital, Munich, Germany, Medical Department, Division of Hematology, Oncology, and Tumor Immunology (CCM), Charité Universitätsmedizin Berlin, Berlin, Germany, Department of Medicine III, University Hospital, LMU Munich, Munich, Germany","J Clin Oncol 39, 2021 (suppl 15; abstr 3571)",,2021 ASCO Annual Meeting,Online Only,Arbeitsgemeinschaft Internistische Onkologie,Gastrointestinal Cancer—Colorectal and Anal,Poster Session,Gastrointestinal Cancer—Colorectal and Anal,"Treatment responses and disease dynamics in patients with untreated metastatic colorectal cancer receiving bevacizumab-based sequential versus combination chemotherapy: Analysis of a phase 3 trial (AIO KRK0110, XELAVIRI study).",Gastrointestinal Cancer—Colorectal and Anal
10.1200/JCO.2021.39.15_suppl.e21520,e21520,"
  ,Background:, The majority of data for IO in melanoma stems from trials that have specific inclusion criteria and often exclude important populations. In this analysis, we present the first real-world evidence of outcomes for stage IV patients (pts) with cutaneous melanoma receiving IO from 2015–2017 (addition of anti-PD-1 therapies) and factors associated with receipt of IO, and compare these outcomes with pts receiving IO (likely interferon and interleukin-2) from 2004–2010, and IO (addition of ipilimumab) from 2011–2014. ,Methods:, The NCDB was analyzed to identify pts with stage IV melanoma from 2004–2017. Pts were categorized into receipt of IO or not during time periods 2004–2010, 2011–2014, and 2015–2017. Overall survival (OS) was analyzed by Kaplan-Meier, log-rank, and Cox proportional hazard models; IO status was analyzed using logistic regression. ,Results:, 24,544 pts were analyzed from 2004–2017. Overall, 5,238 pts (21.3%) that received IO had improved median OS compared to those that did not (20.2 vs. 7.4 mos; p<0.0001). 4.1% received IO from 2004-2010, 7.8% from 2011-2014, and 9.4% from 2015-2017. Three-year OS significantly improved in pts treated with IO across treatment years; p<0.0001 (Table). Similarly, median time to IO initiation improved over time: 62 days in 2011-2014 vs. 49 days in 2015-2017 (p<0.0001). In the overall cohort, age<65 years, female gender, private insurance, no comorbidities, residence in metropolitan area, and treatment at academic centers were associated with better OS (p<0.0001 for all). Race was not associated with differences in OS (p=0.07). Multivariate analysis for 2015-2017 demonstrated that lack of treatment with IO [HR 1.98, 95%CI 1.81-2.17], radiation therapy [HR 1.20, 95%CI 1.09-1.32], presence of liver metastases [HR 1.87, 95%CI 1.63-2.13], and lack of surgery [HR 1.68, 95%CI 1.45-1.93] were independently associated with worse OS (p<0.0001 for all). In multivariate analysis, receipt of IO from 2015-2017, was associated with age<65 years [OR 1.27, 95%CI 1.08-1.50], African American race [OR 5.88, 95%CI 1.60-28.58], lack of comorbidities [OR 1.43, 95%CI 1.23-1.66], and treatment at academic centers [OR 1.44, 95%CI 1.26-1.65] (p<0.05 for all). ,Conclusions:, OS was improved in stage IV melanoma pts receiving IO, with the highest OS rate in 2015-2017. Our findings that represent a real-world population are consistent with recent trials, like KEYNOTE 006 and CheckMate 067 where 3-year OS for anti-PD-1 therapy was 50% and 52%, respectively. In our study, African Americans demonstrate a 5-fold increase in likelihood of receiving IO, a population underrepresented in clinical trials. Significant socioeconomic factors may impact receipt of IO and survival.,Three-year OS (95% CI) stratified by treatment years and IO status.","Tamara A. Sussman, Wei Wei, Pauline Funchain, Brian Gastman","Cleveland Clinic Taussig Cancer Institute, Cleveland, OH, Cleveland Clinic, Cleveland, OH","J Clin Oncol 39, 2021 (suppl 15; abstr e21520)",,2021 ASCO Annual Meeting,,None,Publication Only: Melanoma/Skin Cancers,,Melanoma/Skin Cancers,Outcomes of stage IV melanoma in the era of immunotherapy (IO): A National Cancer Database (NCDB) analysis.,Melanoma/Skin Cancers
10.1200/JCO.2021.39.15_suppl.e20544,e20544,"
  ,Background:, The immunomodulatory effects of the tumor microenvironment (TME) significantly impact the T cell repertoire resulting in different anti-tumor immune responses. Previous work by our group and others has highlighted intratumor heterogeneity in T cell clonality, spatial distribution, and diversity, as well as infiltration of bystander T cells in early-stage non-small cell lung cancer (NSCLC). However, little is known about how the TME impacts the T cell repertoire in distant or surrounding adjacent uninvolved lung tissue. ,Methods:, We investigated the interplay between tumor and surrounding lung tissues by investigating the T cell repertoire at the tumor site, tumor margin, and 1cm, 2cm, 5cm, and 10cm away from the tumor as well as in peripheral blood in 21 NSCLC patients with a total of 123 samples undergoing T cell receptor (TCR) CDR3b sequencing using the Geneplus technology. Differences in regional T cell repertoires were analyzed based on clonality, diversity, and Morisita Overlap Index (MOI). GLIPH was utilized to identify motifs associated with pathogen specificity in each region. ,Results:, Clonality was lowest within the tumor and progressively increases from tumor margin to tumor adjacent lung toward distant lung with “hot spot” regions of T cell expansion located in adjacent lung tissue proximal to the tumor, namely 2cm away (p = 0.0025). Dominant T cell populations were better conserved between the tumor margins and “hot regions” of high clonality compared to the tumors (p = 0.0009) highlighting the differences between these environments and possible T cell exclusion in immunosuppressive TME. GLIPH analysis revealed an inverse correlation between clonality and the proportion of pathogen-associated TCR motifs (r = -0.83, p = 0.0195). Interestingly, tumor tissue contained the highest proportion of predicted pathogen TCRs whereas regions of high clonality contained the lowest (p < 0.0001), suggesting the antigen-independent nature of T cell trafficking. ,Conclusions:, Combined, these results highlight isolated pockets of T cell expansion in the lungs outside the tumor and potential immune evasion mechanisms in NSCLC.","Meredith Frank, Fenglei Yu, Alexandre Reuben, Muyun Peng, Gao Yang, Xiaofeng Chen, Liyan Ji, Pansong Li, Xuefeng Xia, Yan-Fang Guan, Jianjun Zhang","University of Texas MD Anderson Cancer Center, Houston, TX, Department of Thoracic Surgery, The Second Xiangya Hospital of Central South University, Changsha, China, Department of Thoracic and Head and Neck Medical Oncology, The University of Texas MD Anderson Cancer Center, Houston, TX, Department of Thoracic Surgery, No.2 Xiangya Hospital, Central South University, Changsha, China, Xiangya Hospital, Central South University, Changsha, China, The Second Xiangya Hospital of Central South University, Changsha, China, Geneplus-Beijing, Geneplus-Beijing Institute, Beijing, China, Geneplus-Beijing Institute, Beijing, China, Geneplus-Beijing, Beijing, China, Department of Thoracic and Head and Neck Medical Oncology, University of Texas MD Anderson Cancer Center, Department of Genomic Medicine, University of Texas MD Anderson Cancer Center, Houston, TX","J Clin Oncol 39, 2021 (suppl 15; abstr e20544)",,2021 ASCO Annual Meeting,,NSFC,Publication Only: Lung Cancer—Non-Small Cell Local-Regional/Small Cell/Other Thoracic Cancers,,Lung Cancer,Spatial analysis of the T-cell repertoire in non-small cell lung cancer reveals a clonality gradient from the tumor to the distal lung.,Lung Cancer
